Carriers' addresses;United States -- Politics and government -- 1797-1801
Richardson, Sibyl, 1770-1798
Children's poetry
Canadian poetry
Jesus Christ -- Poetry
Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773. Letters to his son
Stiles, Ezra, 1727-1795
Stiles, Ezra, 1727-1795
Stiles, Ezra, 1727-1795
Stiles, Ezra, 1727-1795
Stiles, Ezra, 1727-1795
Bible stories, English;Children -- Prayers and devotions
Andr, John, 1751-1780
United States -- Politics and government -- 1775-1783;United States -- History -- Revolution, 1775-1783 -- Poetry
Comets -- Early works to 1800
Comets -- Early works to 1800
Winthrop, Wait Still, 1643-1717
Paul, the Apostle, Saint
Christian converts from Islam
Presbyterian Church -- Sermons;Sermons, English
Shepard, Thomas, 1635-1677
West, Samuel, 1731-1807. Essays on liberty and necessity;Free will and determinism
Christian life
Medicine -- Early works to 1800;Liver -- Diseases;Bile
Encyclopedias and dictionaries
Zoology;Animal behavior;Early printed books -- 18th century -- Catalogs
Indians of North America -- Wars -- 1600-1750;Indians of North America -- New England;New England -- History -- Colonial period, ca. 1600-1775
Comets
Spellers;English language -- Early modern, 1500-1700 -- Grammar
Religious poetry
Law -- Rhode Island
Law -- Rhode Island
Lee, Charles, 1731-1782
Ballads, EnglishSongsters
Readers (Primary)
United States -- History -- Revolution, 1775-1783 -- Poetry
United States -- Politics and government -- 1775-1783;United States -- History -- Revolution, 1775-1783 -- Causes
Venus (Planet) -- Transit;Parallax -- Sun
French language -- Readers
Slave trade -- United States
Society of Friends -- Education;Education -- New England
Society of Friends -- Education;Education -- New England
Elegiac poetry
Elegiac poetry
Forms (Law) -- United States
Slavery -- United States -- Societies, etc;Slavery -- Rhode Island;Slavery -- New England
Slavery -- United States -- Societies, etc;Slavery -- Rhode Island;Slavery -- New England
Slavery -- United States -- Societies, etc;Slavery -- Rhode Island;Slavery -- New England
Slavery -- United States -- Societies, etc;Slavery -- Rhode Island;Slavery -- New England
Salvation -- Sermons
Taylor, John, 1694-1761. Scripture doctrine of original sin;Sin
Freemasons
United States. Army -- Regulations;United States. Army. Infantry -- Drill and tactics
Forms (Law) -- Massachusetts;Law -- Massachusetts
Fables
Rhode Island -- Charters
Law -- Rhode Island
Acrostics
Connecticut -- Church history
Washington, George, 1732-1799 -- Sermons
Washington, George, 1732-1799 -- Sermons
Washington, George, 1732-1799 -- Sermons
Pennsylvania
Medicine -- United States -- New York (State);Medicine -- Early works to 1800
Scarlatina;Medicine;Medicine -- Early works to 1800
Conduct of life;Success;Maxims;Happiness
Veterinary medicine -- Early works to 1800;Horses -- Diseases;Cattle -- Diseases
Human anatomy -- Early works to 1800
Fever -- Early works to 1800;Medicine -- Early works to 1800
Steam-navigation -- History
American essays
Human anatomy -- Early works to 1800
Carbon dioxide -- Physiological effect;Medicine -- Early works to 1800
Ready-reckoners;Money -- United States -- History -- Colonial period, ca. 1600-1775
Medicine, Popular;Medicine -- Formulae, receipts, prescriptions;Medicine -- Early works to 1800
Story, Daniel, 1755-1804;Ordination sermons;Sermons, American;Congregational churches -- Clergy -- Biography
Medicine, Popular;Early printed books -- 18th century -- Catalogs
Dyes and dyeing
Southwest, Old -- Description and travel
Slavery -- United States -- Controversial literature -- 1773
Blood;Cardiovascular system;Inflammation;Gunshot wounds
Arithmetic -- Early works to 1900
Architecture -- Early works to 1800;Building
Virginia -- History -- Colonial period, ca. 1600-1775;Virginia -- Description and travel
Surveying -- Early works to 1800
Rochambeau, Jean-Baptiste-Donatien de Vimeur, comte de, 1725-1807;United States -- Description and travel -- Early works to 1800;United States -- History -- Revolution, 1775-1783 -- Participation, French;United States -- History -- Revolution, 1775-1783 -- Campaigns
Disinfection and disinfectants
Mathematics
Indians of North America -- Missions;Early printed books -- 18th century -- Catalogs
Bookkeeping
Bookkeeping
Money -- Tables
Hernia;Medicine -- Early works to 1800
Cooking, American;Cooking -- Early works to 1800;Early printed books -- 18th century -- Catalogs
Arithmetic -- Early works to 1900
Silkworms
Tractors, metallic;Medicine -- Early works to 1800
Sermons, American;Judgment of God
Sexually transmitted diseases -- Early works to 1800;Syphilis
Medicine, Popular;Materia medica
United States -- Gazetteers;America -- Gazetteers;West Indies -- Gazetteers;Georgia -- History
Enema;Lymphatics;Medicine -- Early works to 1800
Yellow fever -- Pennsylvania -- Philadelphia
Ready-reckoners
Christian life;Meditations;Agriculture -- Religious aspects
Agriculture -- New England;Agriculture -- Early works to 1800
Materia medica -- Early works to 1800
Fever;Yellow fever;Medicine -- Early works to 1800
Medicine -- Early works to 1800;Cholera
Almanacs, American;Early printed books -- 18th century -- Catalogs
Water-supply -- New York (State) -- New York;New York (N.Y.) -- History -- 1775-1865
Newton, Isaac, Sir, 1642-1727;Astronomy -- Early works to 1800;Celestial mechanics;Medicine -- Early works to 1800
Medicine -- Early works to 1800
Medicine -- Early works to 1800
Arithmetic -- Early works to 1900
Arithmetic -- Early works to 1900
Medicine, Popular
Medicine, Popular
Surveying -- Early works to 1800
Medicine, Popular
Medicine, Popular
Horses -- Diseases;Horses -- Early works to 1800;Veterinary medicine -- Early works to 1800;Early printed books -- 18th century -- Catalogs
Arithmetic -- Early works to 1900
Yellow fever -- Pennsylvania -- Philadelphia -- Early works to 1800;Medicine -- Early works to 1800
Psychology -- Early works to 1850
Medicine -- Early works to 1800
Obstetrics -- Early works to 1800
Obstetrics -- Early works to 1800
Wine and wine making -- Gaging and testing;Mathematics -- Early works to 1800;Early printed books -- 18th century -- Catalogs
Medicine -- Early works to 1800
Obstetrics -- Early works to 1800
Judgment of God;Sermons, American
Humane Society of Philadelphia;Medicine -- Early works to 1800;Drowning -- Resuscitation
Indians of North America -- Northwestern States;Northwestern States -- Description and travel;Mississippi River -- Description and travel;Minnesota -- Description and travel
Medicine, Popular;Gout;Early printed books -- 18th century -- Catalogs
Medicine, Popular;Early printed books -- 18th century -- Catalogs
Medicine -- Early works to 1800
Congregational churches -- Massachusetts;Massachuset language -- Texts;Indians of North America -- Languages -- Texts
Salvation
Arithmetic -- Early works to 1900
Arithmetic -- Early works to 1900
Arithmetic -- Early works to 1900
Chemistry -- Early works to 1800
Arithmetic -- Early works to 1900
Astrology;Mexico -- History -- To 1810;Mexico -- Description and travel
Scarlatina;Medicine -- Early works to 1800
Physiology -- Early works to 1800;Pathology -- Early works to 1800;Medicine -- Early works to 1800;Evolution -- Early works to 1800
Sexually transmitted diseases;Syphilis
Uterine hemorrhage;Gynecology -- Early works to 1800
Physiology -- Early works to 1800;Pathology -- Early works to 1800;Medicine -- Early works to 1800
Physiology -- Early works to 1800;Pathology -- Early works to 1800;Medicine -- Early works to 1800
Physiology -- Early works to 1800;Pathology -- Early works to 1800;Medicine -- Early works to 1800
Almanacs, American
Hosiery -- Therapeutic use;Therapeutics -- Early works to 1800
Horses -- Diseases;Horses
United States -- History -- Revolution, 1775-1783 -- Causes;Great Britain -- Colonies -- America
Almanacs, American
